ITEM: TIMESTEP
11000
ITEM: NUMBER OF ATOMS
500
ITEM: BOX BOUNDS pp pp ff
0.0000000000000000e+00 5.8480354764257314e+01
0.0000000000000000e+00 5.8480354764257314e+01
0.0000000000000000e+00 2.9240177382128657e+01
ITEM: ATOMS id type x y z vx vy vz 
244 2 16.7074 15.6504 0.175878 0.449921 1.75815 1.28815 
433 2 22.368 0.974184 6.40603 0.809322 -0.587718 0.995404 
39 2 23.8728 7.50858 8.58911 0.89193 1.1701 2.00681 
105 2 29.045 6.26887 6.19898 1.64777 0.573614 2.54592 
194 2 26.2939 8.3259 3.79019 0.915932 1.03971 -0.622686 
491 2 25.8878 9.35571 1.59952 0.0567835 0.977365 -0.843111 
160 1 27.9874 27.7133 28.441 0.365397 0.736708 0.164256 
82 2 26.7098 27.7094 22.2198 1.82984 -1.46597 -3.06418 
78 2 13.2292 6.01979 10.0942 1.37458 -0.383053 0.946082 
291 2 25.745 29.0069 25.3478 1.01472 -0.790003 0.0649995 
103 2 19.5063 9.49738 3.74769 0.450582 -0.274878 1.30375 
124 2 22.7507 9.85995 5.24706 -0.881993 -0.719614 0.892465 
15 2 29.0752 4.1759 4.66009 0.174702 -1.23976 0.497067 
134 2 22.2487 4.27656 5.45499 -0.0536816 -1.02787 1.9012 
459 2 27.9948 13.9996 24.7871 1.00075 -0.870108 0.474681 
158 2 2.24904 17.1121 24.6771 0.736434 -0.59973 0.592503 
267 2 21.5945 28.1203 25.155 1.38106 -1.4189 -0.709829 
253 2 15.4133 20.1875 11.4889 0.334246 0.166275 1.84942 
281 2 1.94358 12.552 21.5808 -2.75582 -1.1828 3.23363 
9 2 2.34507 27.6492 0.889932 0.131115 -1.43714 -1.00923 
74 2 6.55767 10.4698 22.8056 1.89956 1.15497 0.127573 
99 2 5.80363 28.7757 2.21782 0.223771 0.828267 0.105827 
30 2 3.80869 3.66033 13.4744 1.66745 -2.25084 1.83768 
229 2 0.924184 14.3506 3.9326 -0.390146 -1.69221 0.0127594 
211 2 8.98938 22.8254 3.4216 0.180623 -1.17296 0.775054 
132 1 14.8314 22.3948 3.0569 -0.455115 -0.2083 -0.241907 
55 2 24.71 25.5156 0.332865 1.20936 0.657596 -0.366355 
140 2 2.78977 2.15944 9.98797 1.13749 -0.684329 -1.96195 
313 2 25.9597 20.0693 19.8643 -1.84778 1.78675 0.282929 
59 2 27.0858 16.8441 0.929699 0.871393 -1.89641 0.519811 
356 2 16.5555 24.2121 0.119412 0.253654 -0.292649 -1.53913 
14 2 7.66034 16.8073 13.6133 1.93689 -0.941954 0.255777 
427 2 9.75938 11.2002 9.2412 1.78415 1.33252 -0.483495 
237 2 11.3494 2.56123 10.7015 0.0909288 -0.697798 0.63156 
415 2 2.93765 0.245469 13.3901 0.874511 -0.815217 -1.60715 
385 2 0.912652 4.71797 11.1695 -1.79881 0.230402 -0.867759 
265 2 16.4814 11.5539 18.5517 -0.922353 0.901108 1.77173 
152 2 10.5575 25.5282 19.3689 1.58593 -1.41504 -0.0284987 
466 2 12.9561 28.8846 16.2977 0.923612 -0.466412 -1.48162 
471 2 18.011 18.8551 9.86045 -1.59512 2.91702 -0.148507 
