0	0
0.008	-0.018
0.016	-0.00288
0.024	-0.0153216
0.032	-0.00482918
0.04	-0.0134222
0.048	-0.00613452
0.056	-0.0120629
0.064	-0.00699472
0.072	-0.0110783
0.08	-0.00754737
0.088	-0.0103538
0.096	-0.00788771
0.104	-0.00981013
0.112	-0.00808172
0.12	-0.00939232
0.128	-0.00817504
0.136	-0.0090623
0.144	-0.00819928
0.152	-0.00879372
0.16	-0.00817632
0.168	-0.00856831
0.176	-0.0081213
0.184	-0.0083734
0.192	-0.00804469
0.2	-0.00820023
0.208	-0.00795373
0.216	-0.00804271
0.224	-0.00785343
0.232	-0.00789661
0.24	-0.00774725
0.248	-0.007759
0.256	-0.00763757
0.264	-0.00762784
0.272	-0.00752603
0.28	-0.00750171
0.288	-0.00741377
0.296	-0.00737962
0.304	-0.00730155
0.312	-0.00726086
0.32	-0.00718989
0.328	-0.00714495
0.336	-0.00707917
0.344	-0.00703154
0.352	-0.00696961
0.36	-0.00692037
0.368	-0.00686137
0.376	-0.00681128
0.384	-0.00675455
0.392	-0.00670412
0.4	-0.00664921
0.408	-0.0065988
0.416	-0.0065454
0.424	-0.00649523
0.432	-0.00644312
0.44	-0.00639336
0.448	-0.00634238
0.456	-0.00629314
0.464	-0.00624317
0.472	-0.00619452
0.48	-0.00614548
0.488	-0.00609747
0.496	-0.00604931
